Category,ID,Latitude,Longitude,Date,Orbit Number,Scene ID,Build ID,Average Solar Zenith,Geolocation Accuracy QA,Orbit Correction Performed,ECO_L2_LSTE_002_LST,ECO_L2_LSTE_002_QC,ECO_L2_LSTE_002_cloud_mask,ECO_L2_LSTE_002_QC_bitmask,ECO_L2_LSTE_002_QC_Mandatory_QA_flags,ECO_L2_LSTE_002_QC_Mandatory_QA_flags_Description,ECO_L2_LSTE_002_QC_Data_quality_flag,ECO_L2_LSTE_002_QC_Data_quality_flag_Description,ECO_L2_LSTE_002_QC_Cloud/Ocean_Flag,ECO_L2_LSTE_002_QC_Cloud/Ocean_Flag_Description,ECO_L2_LSTE_002_QC_Iterations,ECO_L2_LSTE_002_QC_Iterations_Description,ECO_L2_LSTE_002_QC_Atmospheric_Opacity,ECO_L2_LSTE_002_QC_Atmospheric_Opacity_Description,ECO_L2_LSTE_002_QC_MMD,ECO_L2_LSTE_002_QC_MMD_Description,ECO_L2_LSTE_002_QC_Emissivity_accuracy,ECO_L2_LSTE_002_QC_Emissivity_accuracy_Description,ECO_L2_LSTE_002_QC_LST_accuracy,ECO_L2_LSTE_002_QC_LST_accuracy_Description,ECO_L2_LSTE_002_cloud_mask_bitmask,ECO_L2_LSTE_002_cloud_mask_Cloud_Mask,ECO_L2_LSTE_002_cloud_mask_Cloud_Mask_Description
SantaMonica,7,34.0195,-118.4912,2024-07-20 23:55:50 UTC,34244,005,0712,53.949907489693125,Best,True,309.0,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-07-22 07:15:53 UTC,34264,011,0712,126.04026099740877,Best,True,293.08,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-07-24 22:18:32 UTC,34305,004,0712,35.01008577489016,Best,True,312.76,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-07-28 20:40:25 UTC,34366,004,0712,18.035740199342868,Best,True,317.3,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-07-31 19:50:56 UTC,34412,001,0712,17.71677623769809,Best,True,300.82,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-04 18:15:51 UTC,34473,004,0712,30.157217158368752,Best,True,311.18,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-07 00:47:57 UTC,34508,015,0712,65.90621833495393,Best,True,302.56,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-08 16:40:14 UTC,34534,002,0712,48.71682036985884,Best,True,304.88,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-10 23:12:06 UTC,34569,012,0712,47.88075697390381,Best,True,309.92,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-12 15:04:08 UTC,34595,004,0712,67.94656740712644,Best,True,296.26,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-14 21:35:12 UTC,34630,012,0712,31.245524391433975,Best,True,314.2,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-16 13:26:49 UTC,34656,004,0712,88.30042712896898,Best,True,292.1,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-08-31 07:48:11 UTC,34885,005,0712,135.65735090642858,Suspect,True,293.18,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-01 07:00:36 UTC,34900,004,0713,nan,Best,True,291.38,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-02 14:21:39 UTC,34920,013,0713,79.353437344941,Best,True,292.72,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-04 06:14:21 UTC,34946,004,0713,nan,Best,True,292.22,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-05 05:26:21 UTC,34961,004,0713,nan,Best,True,294.8,20160.0,0.0,0b0100111011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b11,"<0.03 (Vegetation, snow, water, ice)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-06 12:48:02 UTC,34981,012,0713,nan,Best,True,292.96,18112.0,0.0,0b0100011011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b01,"0.1 - 0.15 (Rocks, sand, some soils)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-08 04:41:23 UTC,35007,005,0713,nan,Best,True,298.14,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-09 03:54:14 UTC,35022,003,0713,nan,Best,True,300.54,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-10 11:15:49 UTC,35042,014,0713,nan,Best,True,292.72,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-13 02:21:37 UTC,35083,005,0713,nan,Best,True,295.22,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-17 00:48:02 UTC,35144,005,0713,76.97447010900812,Best,True,296.48,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-18 08:09:34 UTC,35164,012,0713,144.52923864191095,Best,True,287.98,36544.0,0.0,0b1000111011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b11,"<0.03 (Vegetation, snow, water, ice)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-20 23:13:58 UTC,35205,007,0713,59.38625094272906,Best,True,305.4,19141.0,0.0,0b0100101011000101,0b01,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud_mask layer to filter cloudy pixels and select best quality),0b01,Missing stripe pixel in bands 1 and 5,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-23 22:26:50 UTC,35251,003,0713,50.17742802748806,Best,True,290.4,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-24 21:38:46 UTC,35266,004,0713,42.69593860949091,Best,True,290.62,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
SantaMonica,7,34.0195,-118.4912,2024-09-27 20:51:49 UTC,35312,005,0713,41.153325909263444,Best,True,289.2,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-12 15:06:13 UTC,33649,004,0711,61.602141941147536,Best,True,285.84,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-13 22:25:41 UTC,33669,012,0711,34.81168772261317,Best,True,309.88,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-17 20:49:26 UTC,33730,007,0712,15.663555196456763,Best,True,314.36,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-20 11:53:52 UTC,33771,004,0712,98.48477225281954,Suspect,True,288.58,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-24 10:18:21 UTC,33832,003,0712,113.36573484944095,Best,True,286.96,448.0,0.0,0b0000000111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b00,>0.15 (Most silicate rocks),0b00,>0.02 (Poor performance),0b00,>2 K (Poor performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-25 17:38:43 UTC,33852,013,0712,32.14145879493724,Best,True,316.62,2752.0,0.0,0b0000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b00,>2 K (Poor performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-06-28 08:42:29 UTC,33893,004,0712,122.3222764433391,Best,True,290.86,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-03 14:28:07 UTC,33974,013,0712,70.25857503376314,Best,True,294.18,35525.0,0.0,0b1000101011000101,0b01,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud_mask layer to filter cloudy pixels and select best quality),0b01,Missing stripe pixel in bands 1 and 5,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-05 06:20:01 UTC,34000,001,0712,117.21358345409053,Best,True,292.3,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-07 12:52:47 UTC,34035,013,0712,89.04316640296048,Best,True,290.46,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-13 03:08:51 UTC,34122,004,0712,90.69564907614904,Best,True,277.52,16837.0,1.0,0b0100000111000101,0b01,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud_mask layer to filter cloudy pixels and select best quality),0b01,Missing stripe pixel in bands 1 and 5,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b00,>0.15 (Most silicate rocks),0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000001,0b1,Cloudy
WestLA,5,34.0375,-118.4278,2024-07-17 01:32:41 UTC,34183,003,0712,73.01713031080143,Best,True,302.08,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-20 23:55:50 UTC,34244,005,0712,53.949907489693125,Best,True,309.86,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-22 07:15:53 UTC,34264,011,0712,126.04026099740877,Best,True,294.0,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-24 22:18:32 UTC,34305,004,0712,35.01008577489016,Best,True,313.82,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-28 20:40:25 UTC,34366,004,0712,18.035740199342868,Best,True,317.7,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-07-31 19:50:56 UTC,34412,001,0712,17.71677623769809,Best,True,312.98,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-04 18:15:51 UTC,34473,004,0712,30.157217158368752,Best,True,305.72,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-07 00:47:57 UTC,34508,015,0712,65.90621833495393,Best,True,303.3,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
